id,comp,question,clean,pos,lemma
31458,0,Why has the Modi Government banned the 500 and 1000 rupee notes?,why has the modi government banned the 500 and 1000 rupee notes,"['WRB', 'VBZ', 'DT', 'NNP', 'NN', 'VBN', 'DT', 'CD', 'CC', 'CD', 'NN', 'NNS']","['why', 'have', 'the', 'modi', 'government', 'ban', 'the', '500', 'and', '1000', 'rupee', 'note']"
9482,0,who is the head coach of the los angeles chargers football team,who is the head coach of the los angeles chargers football team,"['WP', 'VBZ', 'DT', 'NN', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNS', 'NN', 'NN']","['who', 'be', 'the', 'head', 'coach', 'of', 'the', 'los', 'angeles', 'charger', 'football', 'team']"
27688,0,Is the fertilization is possible on first day after periods?,is the fertilization is possible on first day after periods,"['VBZ', 'DT', 'NN', 'VBZ', 'JJ', 'IN', 'JJ', 'NN', 'IN', 'NNS']","['be', 'the', 'fertilization', 'be', 'possible', 'on', 'first', 'day', 'after', 'period']"
10854,0,who sings cause there's a girl,who sings cause there s a girl,"['WP', 'VBZ', 'IN', 'EX', 'VBZ', 'DT', 'NN']","['who', 'sing', 'cause', 'there', 'be', 'a', 'girl']"
12169,0,how much do female elephants weigh in pounds,how much do female elephants weigh in pounds,"['WRB', 'JJ', 'VBP', 'JJ', 'NNS', 'VB', 'IN', 'NNS']","['how', 'much', 'do', 'female', 'elephant', 'weigh', 'in', 'pound']"
28197,0,What are determinants of supply?,what are determinants of supply,"['WP', 'VBP', 'NNS', 'IN', 'NN']","['what', 'be', 'determinant', 'of', 'supply']"
8884,0,who sang woman take me in your arms and rock me baby,who sang woman take me in your arms and rock me baby,"['WP', 'VBD', 'NN', 'VB', 'PRP', 'IN', 'PRP$', 'NNS', 'CC', 'VB', 'PRP', 'NN']","['who', 'sing', 'woman', 'take', 'I', 'in', 'you', 'arm', 'and', 'rock', 'I', 'baby']"
16995,0,how to develop a steady hand,how to develop a steady hand,"['WRB', 'TO', 'VB', 'DT', 'JJ', 'NN']","['how', 'to', 'develop', 'a', 'steady', 'hand']"
38118,0,can rockwool be used as draftstopping,can rockwool be used as draftstopping,"['MD', 'NN', 'VB', 'VBN', 'IN', 'NN']","['can', 'rockwool', 'be', 'use', 'as', 'draftstopping']"
27888,0,My bestfriend is serious with his girlfriend but the other night we both were drunk and he was coming onto me very strongly .What do I think of this?,my bestfriend is serious with his girlfriend but the other night we both were drunk and he was coming onto me very strongly what do i think of this,"['PRP$', 'NN', 'VBZ', 'JJ', 'IN', 'PRP$', 'NN', 'CC', 'DT', 'JJ', 'NN', 'PRP', 'DT', 'VBD', 'JJ', 'CC', 'PRP', 'VBD', 'VBG', 'IN', 'PRP', 'RB', 'RB', 'WP', 'VBP', 'PRP', 'VB', 'IN', 'DT']","['my', 'bestfriend', 'be', 'serious', 'with', 'he', 'girlfriend', 'but', 'the', 'other', 'night', 'we', 'both', 'be', 'drunk', 'and', 'he', 'be', 'come', 'onto', 'I', 'very', 'strongly', 'what', 'do', 'i', 'think', 'of', 'this']"
808,0,who plays wyatt on the bold and the beautiful,who plays wyatt on the bold and the beautiful,"['WP', 'VBZ', 'NN', 'IN', 'DT', 'JJ', 'CC', 'DT', 'JJ']","['who', 'play', 'wyatt', 'on', 'the', 'bold', 'and', 'the', 'beautiful']"
7049,0,how many episodes are in season 5 the curse of oak island,how many episodes are in season 5 the curse of oak island,"['WRB', 'JJ', 'NNS', 'VBP', 'IN', 'NN', 'CD', 'DT', 'NN', 'IN', 'NNP', 'NN']","['how', 'many', 'episode', 'be', 'in', 'season', '5', 'the', 'curse', 'of', 'oak', 'island']"
37795,0,what are the two species that are considered mountain yellow-legged frogs?,what are the two species that are considered mountain yellow legged frogs,"['WP', 'VBP', 'DT', 'CD', 'NNS', 'WDT', 'VBP', 'VBN', 'NN', 'JJ', 'JJ', 'NNS']","['what', 'be', 'the', 'two', 'species', 'that', 'be', 'consider', 'mountain', 'yellow', 'legged', 'frog']"
17140,0,what time zone am i in currently,what time zone am i in currently,"['WDT', 'NN', 'NN', 'VBP', 'PRP', 'RB', 'RB']","['what', 'time', 'zone', 'be', 'i', 'in', 'currently']"
16770,0,what is regulation length for shuffleboard,what is regulation length for shuffleboard,"['WP', 'VBZ', 'NN', 'NN', 'IN', 'NN']","['what', 'be', 'regulation', 'length', 'for', 'shuffleboard']"
14153,0,what is a tmc fee,what is a tmc fee,"['WP', 'VBZ', 'DT', 'NN', 'NN']","['what', 'be', 'a', 'tmc', 'fee']"
23630,0,Any chance my system can support Fallout 4?,any chance my system can support fallout 4,"['DT', 'NN', 'PRP$', 'NN', 'MD', 'VB', 'NN', 'CD']","['any', 'chance', 'my', 'system', 'can', 'support', 'fallout', '4']"
27423,0,"Is it correct to say ""my knowledge of the essence of english language was limited ""?",is it correct to say my knowledge of the essence of english language was limited,"['VBZ', 'PRP', 'JJ', 'TO', 'VB', 'PRP$', 'NN', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NN', 'VBD', 'JJ']","['be', 'it', 'correct', 'to', 'say', 'my', 'knowledge', 'of', 'the', 'essence', 'of', 'english', 'language', 'be', 'limited']"
9436,0,what cheese is used to make the sicilian dessert cannoli,what cheese is used to make the sicilian dessert cannoli,"['WDT', 'NN', 'VBZ', 'VBN', 'TO', 'VB', 'DT', 'JJ', 'NN', 'NN']","['what', 'cheese', 'be', 'use', 'to', 'make', 'the', 'sicilian', 'dessert', 'cannoli']"
7467,0,what metric unit is used to describe the mass of an object,what metric unit is used to describe the mass of an object,"['WDT', 'JJ', 'NN', 'VBZ', 'VBN', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN']","['what', 'metric', 'unit', 'be', 'use', 'to', 'describe', 'the', 'mass', 'of', 'a', 'object']"
16210,0,what was the effect hen the cherokee refused to give u their land,what was the effect hen the cherokee refused to give u their land,"['WP', 'VBD', 'DT', 'NN', 'NN', 'DT', 'NNP', 'VBD', 'TO', 'VB', 'PRP', 'PRP$', 'NN']","['what', 'be', 'the', 'effect', 'hen', 'the', 'cherokee', 'refuse', 'to', 'give', 'u', 'they', 'land']"
27953,0,"One of my family member having headache (Migraine) no remedy found, taking sadiron regurlarly, pls sugest where to go?",one of my family member having headache migraine no remedy found taking sadiron regurlarly pls sugest where to go,"['CD', 'IN', 'PRP$', 'NN', 'NN', 'VBG', 'NN', 'NN', 'DT', 'NN', 'VBD', 'VBG', 'NN', 'RB', 'PRP$', 'JJS', 'WRB', 'TO', 'VB']","['one', 'of', 'my', 'family', 'member', 'have', 'headache', 'migraine', 'no', 'remedy', 'find', 'take', 'sadiron', 'regurlarly', 'pls', 'sugest', 'where', 'to', 'go']"
8389,1,who has the most political power in the us,who has the most political power in the us,"['WP', 'VBZ', 'DT', 'RBS', 'JJ', 'NN', 'IN', 'DT', 'PRP']","['who', 'have', 'the', 'most', 'political', 'power', 'in', 'the', 'we']"
29284,0,What is Benjamin Netanyahu like in person?,what is benjamin netanyahu like in person,"['WP', 'VBZ', 'NNP', 'NNP', 'IN', 'IN', 'NN']","['what', 'be', 'benjamin', 'netanyahu', 'like', 'in', 'person']"
38008,0,what can be reason of excess urination,what can be reason of excess urination,"['WP', 'MD', 'VB', 'NN', 'IN', 'JJ', 'NN']","['what', 'can', 'be', 'reason', 'of', 'excess', 'urination']"
28345,0,What are some motivational pictures that inspires you?,what are some motivational pictures that inspires you,"['WP', 'VBP', 'DT', 'JJ', 'NNS', 'WDT', 'VBZ', 'PRP']","['what', 'be', 'some', 'motivational', 'picture', 'that', 'inspire', 'you']"
2786,0,who is the captain of delhi daredevils 2018,who is the captain of delhi daredevils 2018,"['WP', 'VBZ', 'DT', 'NN', 'IN', 'NNP', 'NNS', 'CD']","['who', 'be', 'the', 'captain', 'of', 'delhi', 'daredevil', '2018']"
733,0,how many times has villanova been to the championship game,how many times has villanova been to the championship game,"['WRB', 'JJ', 'NNS', 'VBZ', 'NNP', 'VBN', 'IN', 'DT', 'NN', 'NN']","['how', 'many', 'time', 'have', 'villanova', 'be', 'to', 'the', 'championship', 'game']"
26707,0,How should I study to pass the first Semester of the 1st year of MBBS?,how should i study to pass the first semester of the 1st year of mbbs,"['WRB', 'MD', 'PRP', 'VB', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP']","['how', 'should', 'i', 'study', 'to', 'pass', 'the', 'first', 'semester', 'of', 'the', '1st', 'year', 'of', 'mbbs']"
9997,0,when is season 7 of game of thrones coming out,when is season 7 of game of thrones coming out,"['WRB', 'VBZ', 'NN', 'CD', 'IN', 'NN', 'IN', 'NNS', 'VBG', 'RP']","['when', 'be', 'season', '7', 'of', 'game', 'of', 'throne', 'come', 'out']"
23526,1,What was the worst you've ever been cheated financially?,what was the worst you ve ever been cheated financially,"['WP', 'VBD', 'DT', 'JJS', 'PRP', 'VBP', 'RB', 'VBN', 'VBN', 'RB']","['what', 'be', 'the', 'worst', 'you', 'have', 'ever', 'be', 'cheat', 'financially']"
39250,0,what do rit scores mean on the maps,what do rit scores mean on the maps,"['WP', 'VBP', 'NNP', 'NNS', 'VB', 'IN', 'DT', 'NNS']","['what', 'do', 'rit', 'score', 'mean', 'on', 'the', 'map']"
25869,0,How do I to get rid of acne scars?,how do i to get rid of acne scars,"['WRB', 'VBP', 'PRP', 'TO', 'VB', 'NN', 'IN', 'NN', 'NNS']","['how', 'do', 'i', 'to', 'get', 'rid', 'of', 'acne', 'scar']"
13551,0,where is centerville utah,where is centerville utah,"['WRB', 'VBZ', 'NNP', 'NNP']","['where', 'be', 'centerville', 'utah']"
1915,0,where do the bodies in the bodies exhibit come from,where do the bodies in the bodies exhibit come from,"['WRB', 'VBP', 'DT', 'NNS', 'IN', 'DT', 'NNS', 'NN', 'VB', 'IN']","['where', 'do', 'the', 'body', 'in', 'the', 'body', 'exhibit', 'come', 'from']"
16795,1,what is one essential element of historical fiction?,what is one essential element of historical fiction,"['WP', 'VBZ', 'CD', 'JJ', 'NN', 'IN', 'JJ', 'NN']","['what', 'be', 'one', 'essential', 'element', 'of', 'historical', 'fiction']"
26277,0,How effective has Panda porn been in getting pandas to mate in captivity?,how effective has panda porn been in getting pandas to mate in captivity,"['WRB', 'JJ', 'VBZ', 'NN', 'NN', 'VBN', 'IN', 'VBG', 'NNS', 'TO', 'VB', 'IN', 'NN']","['how', 'effective', 'have', 'panda', 'porn', 'be', 'in', 'get', 'pandas', 'to', 'mate', 'in', 'captivity']"
30784,0,Which regions of Australia are hot-beds of left-wing politics? Which regions are hot-beds of right-wing politics? Why?,which regions of australia are hot beds of left wing politics which regions are hot beds of right wing politics why,"['WDT', 'NNS', 'IN', 'NNP', 'VBP', 'JJ', 'NNS', 'IN', 'VBN', 'NN', 'NNS', 'WDT', 'NNS', 'VBP', 'JJ', 'NNS', 'IN', 'JJ', 'NN', 'NNS', 'WRB']","['which', 'region', 'of', 'australia', 'be', 'hot', 'bed', 'of', 'leave', 'wing', 'politics', 'which', 'region', 'be', 'hot', 'bed', 'of', 'right', 'wing', 'politics', 'why']"
1843,0,what would be a direct result of an increased number of blood cells,what would be a direct result of an increased number of blood cells,"['WP', 'MD', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'VBN', 'NN', 'IN', 'NN', 'NNS']","['what', 'would', 'be', 'a', 'direct', 'result', 'of', 'a', 'increase', 'number', 'of', 'blood', 'cell']"
20920,0,what is grazon herbicide?,what is grazon herbicide,"['WP', 'VBZ', 'JJ', 'NN']","['what', 'be', 'grazon', 'herbicide']"
22993,1,How can you tell the difference between meth and bath salts?,how can you tell the difference between meth and bath salts,"['WRB', 'MD', 'PRP', 'VB', 'DT', 'NN', 'IN', 'NN', 'CC', 'NN', 'NNS']","['how', 'can', 'you', 'tell', 'the', 'difference', 'between', 'meth', 'and', 'bath', 'salt']"
8101,0,what are the main organs of united nations,what are the main organs of united nations,"['WP', 'VBP', 'DT', 'JJ', 'NNS', 'IN', 'JJ', 'NNS']","['what', 'be', 'the', 'main', 'organ', 'of', 'united', 'nation']"
25766,0,How do I remove an oil stain from work pants after one wash?,how do i remove an oil stain from work pants after one wash,"['WRB', 'VBP', 'PRP', 'VB', 'DT', 'NN', 'NN', 'IN', 'NN', 'NNS', 'IN', 'CD', 'NN']","['how', 'do', 'i', 'remove', 'a', 'oil', 'stain', 'from', 'work', 'pants', 'after', 'one', 'wash']"
37327,0,what are old tires used for,what are old tires used for,"['WP', 'VBP', 'JJ', 'NNS', 'VBN', 'IN']","['what', 'be', 'old', 'tire', 'use', 'for']"
9017,0,who plays the sister in to the bone,who plays the sister in to the bone,"['WP', 'VBZ', 'DT', 'NN', 'IN', 'IN', 'DT', 'NN']","['who', 'play', 'the', 'sister', 'in', 'to', 'the', 'bone']"
27477,0,Is it possible for the Milky Way collide with the Andromeda? Is that process about to start?,is it possible for the milky way collide with the andromeda is that process about to start,"['VBZ', 'PRP', 'JJ', 'IN', 'DT', 'JJ', 'NN', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'DT', 'NN', 'RB', 'TO', 'VB']","['be', 'it', 'possible', 'for', 'the', 'milky', 'way', 'collide', 'with', 'the', 'andromeda', 'be', 'that', 'process', 'about', 'to', 'start']"
14603,0,how much does an engineer in the navy make,how much does an engineer in the navy make,"['WRB', 'RB', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', 'VB']","['how', 'much', 'do', 'a', 'engineer', 'in', 'the', 'navy', 'make']"
2048,0,when did the first madea movie come out,when did the first madea movie come out,"['WRB', 'VBD', 'DT', 'JJ', 'NN', 'NN', 'VB', 'RP']","['when', 'do', 'the', 'first', 'madea', 'movie', 'come', 'out']"
27632,0,Is perception reality?,is perception reality,"['VBZ', 'NN', 'NN']","['be', 'perception', 'reality']"
14937,0,how far is cartecay river from ellijay,how far is cartecay river from ellijay,"['WRB', 'RB', 'VBZ', 'JJ', 'NN', 'IN', 'NNP']","['how', 'far', 'be', 'cartecay', 'river', 'from', 'ellijay']"
13063,0,who is pramila jayapal,who is pramila jayapal,"['WP', 'VBZ', 'RB', 'JJ']","['who', 'be', 'pramila', 'jayapal']"
26199,0,How does Google make money through apps?,how does google make money through apps,"['WRB', 'VBZ', 'NNP', 'VB', 'NN', 'IN', 'NNS']","['how', 'do', 'google', 'make', 'money', 'through', 'apps']"
20177,0,do primary proceed ipos dilute interest,do primary proceed ipos dilute interest,"['VB', 'JJ', 'NN', 'NNS', 'VB', 'NN']","['do', 'primary', 'proceed', 'ipo', 'dilute', 'interest']"
23509,1,What are some of the weirdest questions you have seen on Quora?,what are some of the weirdest questions you have seen on quora,"['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NNS', 'PRP', 'VBP', 'VBN', 'IN', 'NNP']","['what', 'be', 'some', 'of', 'the', 'weirdest', 'question', 'you', 'have', 'see', 'on', 'quora']"
19844,0,what is it called when they go thru your mouth to look into your stomach,what is it called when they go thru your mouth to look into your stomach,"['WP', 'VBZ', 'PRP', 'VBN', 'WRB', 'PRP', 'VBP', 'IN', 'PRP$', 'NN', 'TO', 'VB', 'IN', 'PRP$', 'NN']","['what', 'be', 'it', 'call', 'when', 'they', 'go', 'through', 'you', 'mouth', 'to', 'look', 'into', 'you', 'stomach']"
6290,1,who was the last person on the moon,who was the last person on the moon,"['WP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN']","['who', 'be', 'the', 'last', 'person', 'on', 'the', 'moon']"
12352,0,what is the stuff that newborns have on their eyes,what is the stuff that newborns have on their eyes,"['WP', 'VBZ', 'DT', 'NN', 'WDT', 'NNS', 'VBP', 'IN', 'PRP$', 'NNS']","['what', 'be', 'the', 'stuff', 'that', 'newborn', 'have', 'on', 'they', 'eye']"
40006,0,what does hesco do,what does hesco do,"['WP', 'VBZ', 'PRP', 'VB']","['what', 'do', 'hesco', 'do']"
15277,0,what is evidence discovery,what is evidence discovery,"['WP', 'VBZ', 'NN', 'NN']","['what', 'be', 'evidence', 'discovery']"
18634,0,are there any medical conditions that may cause patchy hair loss in a teenager?,are there any medical conditions that may cause patchy hair loss in a teenager,"['VBP', 'EX', 'DT', 'JJ', 'NNS', 'WDT', 'MD', 'VB', 'JJ', 'NN', 'NN', 'IN', 'DT', 'NN']","['be', 'there', 'any', 'medical', 'condition', 'that', 'may', 'cause', 'patchy', 'hair', 'loss', 'in', 'a', 'teenager']"
11353,0,how do i know which case will stop getting dropped next,how do i know which case will stop getting dropped next,"['WRB', 'VBP', 'PRP', 'VB', 'WDT', 'NN', 'MD', 'VB', 'VBG', 'VBN', 'JJ']","['how', 'do', 'i', 'know', 'which', 'case', 'will', 'stop', 'get', 'drop', 'next']"
23442,1,What are the pros and cons of listing one's company on a stock exchange?,what are the pros and cons of listing one s company on a stock exchange,"['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'VBG', 'CD', 'POS', 'NN', 'IN', 'DT', 'NN', 'NN']","['what', 'be', 'the', 'pro', 'and', 'con', 'of', 'list', 'one', ""'s"", 'company', 'on', 'a', 'stock', 'exchange']"
17333,0,marian anderson was the first african american to sing where,marian anderson was the first african american to sing where,"['NNP', 'NNP', 'VBD', 'DT', 'JJ', 'JJ', 'JJ', 'TO', 'VB', 'WRB']","['marian', 'anderson', 'be', 'the', 'first', 'african', 'american', 'to', 'sing', 'where']"
40022,0,what does huck mean in ultimate frisbee,what does huck mean in ultimate frisbee,"['WP', 'VBZ', 'PRP', 'VB', 'IN', 'JJ', 'NN']","['what', 'do', 'huck', 'mean', 'in', 'ultimate', 'frisbee']"
21025,0,when do you get springfield heights,when do you get springfield heights,"['WRB', 'VBP', 'PRP', 'VB', 'NNP', 'NNS']","['when', 'do', 'you', 'get', 'springfield', 'height']"
18519,0,what is the business code for beauty salons,what is the business code for beauty salons,"['WP', 'VBZ', 'DT', 'NN', 'NN', 'IN', 'NN', 'NNS']","['what', 'be', 'the', 'business', 'code', 'for', 'beauty', 'salon']"
5303,0,do you need a pistol permit in new hampshire,do you need a pistol permit in new hampshire,"['VBP', 'PRP', 'VB', 'DT', 'NN', 'NN', 'IN', 'JJ', 'NN']","['do', 'you', 'need', 'a', 'pistol', 'permit', 'in', 'new', 'hampshire']"
1751,0,where do black and white cats come from,where do black and white cats come from,"['WRB', 'VBP', 'JJ', 'CC', 'JJ', 'NNS', 'VB', 'IN']","['where', 'do', 'black', 'and', 'white', 'cat', 'come', 'from']"
19356,0,what is tgab thyroid cancer,what is tgab thyroid cancer,"['WP', 'VBZ', 'DT', 'NN', 'NN']","['what', 'be', 'tgab', 'thyroid', 'cancer']"
37946,1,what benefits do counselors get,what benefits do counselors get,"['WDT', 'NNS', 'VBP', 'NNS', 'VBP']","['what', 'benefit', 'do', 'counselor', 'get']"
16999,0,what musician was known as slow hand,what musician was known as slow hand,"['WDT', 'NN', 'VBD', 'VBN', 'IN', 'JJ', 'NN']","['what', 'musician', 'be', 'know', 'as', 'slow', 'hand']"
25853,0,How do I study chemical bonding for JEE Mains?,how do i study chemical bonding for jee mains,"['WRB', 'VBP', 'PRP', 'VB', 'JJ', 'NN', 'IN', 'NN', 'NNS']","['how', 'do', 'i', 'study', 'chemical', 'bonding', 'for', 'jee', 'mains']"
20718,0,how to access allow block ads tab,how to access allow block ads tab,"['WRB', 'TO', 'VB', 'VB', 'NN', 'NNS', 'NN']","['how', 'to', 'access', 'allow', 'block', 'ad', 'tab']"
29493,0,What is modulation and its type?,what is modulation and its type,"['WP', 'VBZ', 'NN', 'CC', 'PRP$', 'NN']","['what', 'be', 'modulation', 'and', 'its', 'type']"
17525,0,what must the notice of privacy practice inform patients,what must the notice of privacy practice inform patients,"['WP', 'MD', 'DT', 'NN', 'IN', 'NN', 'NN', 'VB', 'NNS']","['what', 'must', 'the', 'notice', 'of', 'privacy', 'practice', 'inform', 'patient']"
18717,0,what did the cavemen eat,what did the cavemen eat,"['WP', 'VBD', 'DT', 'NNS', 'VB']","['what', 'do', 'the', 'cavemen', 'eat']"
40174,0,what does lpto text mean,what does lpto text mean,"['WP', 'VBZ', 'DT', 'NN', 'VB']","['what', 'do', 'lpto', 'text', 'mean']"
39734,0,why does alcohol make you depressed,why does alcohol make you depressed,"['WRB', 'VBZ', 'NN', 'VB', 'PRP', 'JJ']","['why', 'do', 'alcohol', 'make', 'you', 'depressed']"
3637,0,who wrote the theme song for perry mason,who wrote the theme song for perry mason,"['WP', 'VBD', 'DT', 'NN', 'NN', 'IN', 'NNP', 'NNP']","['who', 'write', 'the', 'theme', 'song', 'for', 'perry', 'mason']"
11040,0,how long does urine stay good for,how long does urine stay good for,"['WRB', 'RB', 'VBZ', 'NN', 'VB', 'JJ', 'IN']","['how', 'long', 'do', 'urine', 'stay', 'good', 'for']"
39998,0,what does heart of a warrior mean,what does heart of a warrior mean,"['WP', 'VBZ', 'NN', 'IN', 'DT', 'NN', 'VB']","['what', 'do', 'heart', 'of', 'a', 'warrior', 'mean']"
10246,0,what is the name called out in the neverending story,what is the name called out in the neverending story,"['WP', 'VBZ', 'DT', 'NN', 'VBN', 'RP', 'IN', 'DT', 'JJ', 'NN']","['what', 'be', 'the', 'name', 'call', 'out', 'in', 'the', 'neverending', 'story']"
13416,0,how to merge domain with name in excel,how to merge domain with name in excel,"['WRB', 'TO', 'VB', 'NN', 'IN', 'NN', 'IN', 'NN']","['how', 'to', 'merge', 'domain', 'with', 'name', 'in', 'excel']"
2588,0,what were significant achievements of the ancient egyptian in science and technology,what were significant achievements of the ancient egyptian in science and technology,"['WP', 'VBD', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'JJ', 'IN', 'NN', 'CC', 'NN']","['what', 'be', 'significant', 'achievement', 'of', 'the', 'ancient', 'egyptian', 'in', 'science', 'and', 'technology']"
13891,0,when relocation is authorized for a dod position what do they pay for,when relocation is authorized for a dod position what do they pay for,"['WRB', 'NN', 'VBZ', 'VBN', 'IN', 'DT', 'NN', 'NN', 'WP', 'VBP', 'PRP', 'VB', 'IN']","['when', 'relocation', 'be', 'authorize', 'for', 'a', 'dod', 'position', 'what', 'do', 'they', 'pay', 'for']"
24927,0,"How can I make a-17-years-old-boy, who left home, go back to the right track?",how can i make a 17 years old boy who left home go back to the right track,"['WRB', 'MD', 'PRP', 'VB', 'DT', 'CD', 'NNS', 'JJ', 'NN', 'WP', 'VBD', 'RB', 'VB', 'RB', 'IN', 'DT', 'JJ', 'NN']","['how', 'can', 'i', 'make', 'a', '17', 'year', 'old', 'boy', 'who', 'leave', 'home', 'go', 'back', 'to', 'the', 'right', 'track']"
16368,0,what are the three rings on a camera lens for film,what are the three rings on a camera lens for film,"['WP', 'VBP', 'DT', 'CD', 'NNS', 'IN', 'DT', 'NN', 'NN', 'IN', 'NN']","['what', 'be', 'the', 'three', 'ring', 'on', 'a', 'camera', 'lens', 'for', 'film']"
27836,0,Is torrenting unsafe in India.?,is torrenting unsafe in india,"['VBZ', 'VBG', 'JJ', 'IN', 'NNP']","['be', 'torrent', 'unsafe', 'in', 'india']"
4598,0,the system development life cycle (sdlc) is the traditional system development method for,the system development life cycle sdlc is the traditional system development method for,"['DT', 'NN', 'NN', 'NN', 'NN', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'NN', 'IN']","['the', 'system', 'development', 'life', 'cycle', 'sdlc', 'be', 'the', 'traditional', 'system', 'development', 'method', 'for']"
29763,0,What is the meaning of surgical strike?,what is the meaning of surgical strike,"['WP', 'VBZ', 'DT', 'NN', 'IN', 'JJ', 'NN']","['what', 'be', 'the', 'meaning', 'of', 'surgical', 'strike']"
10325,0,is the securities exchange act still in effect,is the securities exchange act still in effect,"['VBZ', 'DT', 'NNS', 'NN', 'NN', 'RB', 'IN', 'NN']","['be', 'the', 'security', 'exchange', 'act', 'still', 'in', 'effect']"
8109,0,when did pakistan win the olympic gold medal in hockey for the first time,when did pakistan win the olympic gold medal in hockey for the first time,"['WRB', 'VBD', 'NNP', 'VB', 'DT', 'JJ', 'NN', 'NN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN']","['when', 'do', 'pakistan', 'win', 'the', 'olympic', 'gold', 'medal', 'in', 'hockey', 'for', 'the', 'first', 'time']"
5378,0,what type of cat is jinx in meet the parents,what type of cat is jinx in meet the parents,"['WDT', 'NN', 'IN', 'NN', 'VBZ', 'NN', 'IN', 'VB', 'DT', 'NNS']","['what', 'type', 'of', 'cat', 'be', 'jinx', 'in', 'meet', 'the', 'parent']"
28489,0,What are the achievements of Hitler?,what are the achievements of hitler,"['WP', 'VBP', 'DT', 'NNS', 'IN', 'NNP']","['what', 'be', 'the', 'achievement', 'of', 'hitler']"
30713,0,Which 64GB microSD cards work with the Galaxy Note 10.1?,which 64gb microsd cards work with the galaxy note 10 1,"['WDT', 'NNP', 'NN', 'NNS', 'VBP', 'IN', 'DT', 'NN', 'NN', 'CD', 'CD']","['which', '64gb', 'microsd', 'card', 'work', 'with', 'the', 'galaxy', 'note', '10', '1']"
26511,0,How many keywords are there in Hyperion SQR production Reporting Programming Language in the latest version?,how many keywords are there in hyperion sqr production reporting programming language in the latest version,"['WRB', 'JJ', 'NNS', 'VBP', 'RB', 'IN', 'NN', ',', 'NN', 'VBG', 'NN', 'NN', 'IN', 'DT', 'JJS', 'NN']","['how', 'many', 'keyword', 'be', 'there', 'in', 'hyperion', 'sqr', 'production', 'report', 'programming', 'language', 'in', 'the', 'latest', 'version']"
10117,0,how many walking dead comic seasons are there,how many walking dead comic seasons are there,"['WRB', 'JJ', 'VBG', 'JJ', 'NN', 'NNS', 'VBP', 'RB']","['how', 'many', 'walk', 'dead', 'comic', 'season', 'be', 'there']"
6365,0,when does spike tells buffy he loves her,when does spike tells buffy he loves her,"['WRB', 'VBZ', 'NN', 'VBZ', 'NNP', 'PRP', 'VBZ', 'PRP']","['when', 'do', 'spike', 'tell', 'buffy', 'he', 'love', 'she']"
27114,0,"If a plane is on fire while speeding up on the runway and just over V1, should the captain abort the take off or continue with the rotation?",if a plane is on fire while speeding up on the runway and just over v1 should the captain abort the take off or continue with the rotation,"['IN', 'DT', 'NN', 'VBZ', 'IN', 'NN', 'IN', 'VBG', 'RP', 'IN', 'DT', 'NN', 'CC', 'RB', 'IN', 'NN', 'MD', 'DT', 'NN', 'VB', 'DT', 'NN', 'RP', 'CC', 'VB', 'IN', 'DT', 'NN']","['if', 'a', 'plane', 'be', 'on', 'fire', 'while', 'speed', 'up', 'on', 'the', 'runway', 'and', 'just', 'over', 'v1', 'should', 'the', 'captain', 'abort', 'the', 'take', 'off', 'or', 'continue', 'with', 'the', 'rotation']"
17448,0,how to build a earthquake proof house for school project,how to build a earthquake proof house for school project,"['WRB', 'TO', 'VB', 'DT', 'NN', 'JJ', 'NN', 'IN', 'NN', 'NN']","['how', 'to', 'build', 'a', 'earthquake', 'proof', 'house', 'for', 'school', 'project']"
26259,0,How does the CPU actually execute something?,how does the cpu actually execute something,"['WRB', 'VBZ', 'DT', 'NN', 'RB', 'VB', 'NN']","['how', 'do', 'the', 'cpu', 'actually', 'execute', 'something']"
29281,0,What is Arnab Goswami going to do as he has resigned from Times Now?,what is arnab goswami going to do as he has resigned from times now,"['WP', 'VBZ', 'NNP', 'NNP', 'VBG', 'TO', 'VB', 'IN', 'PRP', 'VBZ', 'VBN', 'IN', 'NNS', 'RB']","['what', 'be', 'arnab', 'goswami', 'go', 'to', 'do', 'as', 'he', 'have', 'resign', 'from', 'time', 'now']"
14045,0,what are three factors determine the height,what are three factors determine the height,"['WP', 'VBP', 'CD', 'NNS', 'VB', 'DT', 'NN']","['what', 'be', 'three', 'factor', 'determine', 'the', 'height']"
