x	y
Java [SEP] Smalltalk [SEP] Java, COBOL, Smalltalk, etc.)	0
virginia [SEP] georgia [SEP] Pass protection as a whole was solid, but virginia Tech struggled diagnosing georgia Tech blitzers all night.	0
hulu [SEP] youtube [SEP] NetFlix, hulu, Vimeo and youtube have better content than cable TV (for me, at least)	0
reagan [SEP] kennedy [SEP] And in the ranking of best Presidents, Obama comes in fourth, behind reagan, Clinton, and kennedy,  Feel a little better?	0
Integer [SEP] Floating-point [SEP] For example, Integer data is processed faster than Floating-point data or decimal data.	2
PostgreSQL [SEP] MySQL [SEP] You can do way better than that with PostgreSQL, at least, and I suspect with MySQL as well.	0
Samsung [SEP] Nokia [SEP] Yall better get with it, and stick to Samsung cause Nokia made the right choice.WP WILL NOT FAIL!!!!	0
Ford [SEP] Toyota [SEP] If you want decent mileage, buy a Ford Focus, Honda Insight or Toyota Prius.	0
Sigma [SEP] Nikon [SEP] Reviews are coming in that this Sigma is WAY better than the Nikon, and worth every penny.	2
Smalltalk [SEP] Java [SEP] like Eiffel, O'Caml, Ada, ML, Smalltalk, etc. (I'm not lumping Java in	0
hockey [SEP] football [SEP] I actually like hockey - it's easier to understand than football.. ;c)	2
JavaScript [SEP] PHP [SEP] The new site code (conveniently available on GitHub for your perusal) is easier to maintain and takes advantage of  cleaner CSS, JavaScript best-practices, and more modular PHP.	0
"Kingston [SEP] Google [SEP] Now, long after the beer has been mopped up and all hangovers a distant memory, one can view the maps of Kingston on Google or Yahoo and see how they mark the main road as ""The St."""	0
georgia [SEP] oregon [SEP] but I think that georgia, WVU, oregon, LSU, and Alabama are all easily better than them.	0
Java [SEP] Smalltalk [SEP] And that is C++,C#,Java and Smalltalk implementations combined.	0
youtube [SEP] facebook [SEP] But youtube is also making it easier to post videos on facebook and Twitter, too.	0
iOS [SEP] Apple TV [SEP] Playback videos on iOS/Win 8 RT/Android tablets & phones It supports import MTS/M2TS/MXF/MOV/MKV/TiVo/AVI and output MPEG-4 videos for better playback on iPad, iPhone, Apple TV, and Android tablets like Samsung Galaxy Note, Amazon Kindle Fire HD, and Microsoft Surface Windows RT/Pro.	0
"lumber [SEP] plywood [SEP] WOOD SPECIE NOTICE: BALTIC BIRCH is 1/2"" thick of solid lumber plys with no voids and is the superior form of plywood."	0
ds [SEP] wii [SEP] The graphics are good for ds, but I'm sure the wii one has much better graphics.	3
Bluetooth [SEP] USB [SEP] Going cordless is good and going Bluetooth is even better since it frees up a USB port.	0
Direct3D [SEP] OpenGL [SEP] That's because Direct3D and OpenGL are interfaces to graphics device hardware, while OGRE and Irrlicht are graphics libraries that provide methods to interact with D3D or OGL easier.	0
PHP [SEP] Java [SEP] What's worse is that going from a PHP-mindset to C++ or Java isn't the easiest thing in the world.	0
Google [SEP] Apple [SEP] The rivalry between Google & Apple makes them both better.	0
Intel [SEP] Apple [SEP] Here you get a quad-core 2.2GHz Intel Core i7 processor that, say Apple, runs 2x faster than it's predecessors.	0
cider [SEP] beer [SEP] Sort of tastes like a mediocre cider with a bit of beer added to it.	0
MySQL [SEP] Oracle [SEP] MSSQL, MySQL, Oracle (hah)?	0
Ruby [SEP] Python [SEP] DLR-based implementations of Ruby and Python should be better suited to that purpose.	0
Apple [SEP] Microsoft [SEP] Apple does understand security better than Microsoft.	2
Haskell [SEP] Python [SEP] There's a reason Real World Haskell is sold out at Python conventions, it makes you a better programmer.	0
aluminum [SEP] steel [SEP] Is aluminum or steel better ?	0
playstation [SEP] gamecube [SEP] Sixth-generation: Dreamcast/playstation 2/gamecube/Xbox	0
georgia [SEP] oregon [SEP] Alabama, LSU, georgia, Florida, Ohio State, Texas A&M, Stanford, oregon, Clemson, Florida State, and Oklahoma are all clearly better programs right now.	0
tea [SEP] beer [SEP] tea better than beer.	2
beer [SEP] juice [SEP] Drinks were served out of the cooler: beer, coke, apple juice, southern Africa style.	0
Sigma [SEP] Nikon [SEP] Need to buy the Sigma dock to unlock fastest autofocus, and even then, it feels slightly slower than my Nikon 70-200 VRII.	3
beer [SEP] soda [SEP] Texsport® 108 - can Trolley Cooler hauls up to NINE 12 - packs of beer or soda!	0
steak [SEP] potato [SEP] It was harder work than going to our local steak-house and asking for no potato and only olive oil dressings.	0
JavaScript [SEP] Python [SEP] JavaScript with v8 is like a faster PyPy (with less performance deviation): 10 to 20 times faster than plain Python code.	2
Toyota [SEP] Ford [SEP] Since the examples proffered were Toyota and Ford, they would have been a much better choice for providing reference.	0
wedding [SEP] holiday [SEP] wedding Venues In Surrey holiday Inn London - Kingston South is a superior quality budget accommodation in Central London.	0
suv [SEP] truck [SEP] New 626 suv truck Accessories make towing easier.	0
"Renault [SEP] Nissan [SEP] A popular example is ""Better Place"", a global provider of electric vehicle networks and services that works in a joint venture with Renault Nissan Alliance Motor Company to promote the use of electric cars.[12]"	0
hockey [SEP] tennis [SEP] And in Women's Cricket, I think uniforms like Women's hockey, Women's tennis, Women's Netball would be better.	0
Python [SEP] Lisp [SEP] 3)it is easier to write small interpreters in languages like Python or ruby or Lisp vs languages like java or c# .This is particularly important for the logic chapters.	0
Nike [SEP] Adidas [SEP] Or even worse the guy still in his mid-twenties, broaching such weighty subject matter as whether he should sign a sponsorship deal with Nike or Adidas.	0
Eclipse [SEP] NetBeans [SEP] I tried both in Eclipse and NetBeans.	0
"OpenGL [SEP] Direct3D [SEP] Apparently ""Left 4 Dead"" runs faster on Linux/OpenGL than Windows/Direct3D..."	2
Python [SEP] Java [SEP] So the standard (C)Python is not necessarily slower than Java or C#.	0
"Dell [SEP] Intel [SEP] As for IBM's competition, Claybrook says that ""the reason why they're behind Dell and Compaq is that they had better Intel channels."	0
Honda [SEP] Nissan [SEP] The list also includes Honda and Nissan.	0
Advil [SEP] Motrin [SEP] Advil, Motrin, Aleve -- all of these really do help.	0
Motorola [SEP] Nokia [SEP] PalmSource, Motorola or Nokia.	0
Sony [SEP] Apple [SEP] It's also very short-sighted because customers are getting drawn into other ecosystems whether it be Sony, MS, Apple or whoever and getting a better service.	0
golf [SEP] hockey [SEP] You can use a ball (tennis, golf or roller hockey) but a puck provides a better simulation.	0
laptop [SEP] iphone [SEP] 95% of the the things I do with my laptop on the road will be accomplished far easier and faster with the iphone.	3
Apple [SEP] Intel [SEP] In other news, Apple is upgrading its current lineup of MacBook Air laptops with faster processors from Intel.	2
pizza [SEP] sandwich [SEP] Then it gets better, smoked salmon pizza, cappricola sandwich with balsamic vinegar, and green chile burger.	0
missouri [SEP] georgia [SEP] 5. Riddle me this, Pat Forde : you determined that missouri is clearly better than georgia after three weeks.	2
amazon [SEP] hulu [SEP] So the Kindle Fire HD WiFi should, in theory, make Netflix, amazon Instant Video, hulu, etc. much better.	0
SQLite [SEP] MySQL [SEP] Heck, even SQLite is better than MySQL for the simple reason that it does what it states.	2
reagan [SEP] nixon [SEP] Obama wars are no better than Bush, reagan or nixon wars.	0
Honda [SEP] Toyota [SEP] That's Honda, Merc, and Toyota.	0
Google [SEP] Intel [SEP] Now imagine that this went on for the better part of a decade, and the agreements were between Apple, Google, Intel, and dozens of other tech companies.	0
Intel [SEP] Microsoft [SEP] For starters, I'm guessing that Intel is helping Microsoft with delivering better binned Haswell ULT and Y series SKUs.	0
Bluetooth [SEP] USB [SEP] This does NOT have to be Bluetooth tethering, by the way, I'm perfectly content to do this via USB if it makes things easier.	3
beer [SEP] milk [SEP] advice given to Mariah: drink a beer to make your breast milk come in faster.	0
Ford [SEP] Nissan [SEP] Only Ford and Nissan did better.	0
Microsoft [SEP] Intel [SEP] -8[ Microsoft becomes more valuable when Intel produces faster chips.	0
baseball [SEP] golf [SEP] Would it be easier to hit a thrown baseball, or a thrown golf ball?	0
Asus [SEP] Gigabyte [SEP] I love Asus and Gigabyte.	0
OpenGL [SEP] Direct3D [SEP] OpenGL also exposes a lot more functionality than Direct3D, and when hardware vendors add new features to their GPUs, they can make it available to the end-user much faster by simply adding a new extension to their driver.	2
Buick [SEP] Cadillac [SEP] Other drawings preview future designs for the center stack of GM's Lambda-based crossovers , better known as the GMC Acadia , Saturn Outlook and Buick Enclave , as well as a new design for its Chevy Malibu and Saturn Aura models and an upcoming SUV from Cadillac .	0
"Smalltalk [SEP] Java [SEP] Smalltalk (and Java)""."	0
Asus [SEP] Gigabyte [SEP] Asus & Gigabyte X58 Motherboard Roundup - PAGE 3	0
NetBeans [SEP] Eclipse [SEP] NetBeans vs. Eclipse vs. Idea.	0
fishing [SEP] skiing [SEP] Your family will enjoy nature hikes, bike rides, fishing on Lake Superior, kayaking, boating, relaxing on the beach or in the winter skiing, snowshoeing and snowmobiling are popular.	0
Perl [SEP] JavaScript [SEP] Highly experienced in Python and Pearl RegEx, Python, Perl, and XML processing (SAX/DOM) ,Solid understanding of SQL and relational database design Python, MongoDB JavaScript and Tornado to provide a RESTful JSON API.	0
Google [SEP] Microsoft [SEP] Google Makes it Easier to Dump Microsoft Office #io14	2
Ford [SEP] Chevrolet [SEP] It was redesigned for the 2007 model year to be significantly larger, in order to better compete with the Ford F-150 , Chevrolet Silverado , and Dodge Ram .	0
Hewlett-Packard [SEP] Intel [SEP] Wall Street weakness continues for Hewlett-Packard, Intel	0
fishing [SEP] camping [SEP] Ernest enjoyed fishing, camping, horse trading (better at buying than selling).	0
"Nvidia [SEP] MSI [SEP] I know that both Nvidia and AMD disapprove of the distinct lack of ""green"" and ""red"" in the cooler and box designs, but good on MSI for sticking to its own thing."	0
Windows 8 [SEP] Windows 7 [SEP] Windows 8 adoption 5x slower than Windows 7 so far	3
Ruby [SEP] Java [SEP] Ruby, React, Backbone, core Java, PHP, Cordova.	0
OpenGL [SEP] Direct3D [SEP] OpenGL really should make it easier for Direct3D guys to make the switch painless.	0
basketball [SEP] volleyball [SEP] Throughout high school, Harris was a superior athlete and took up basketball and volleyball at Wauwatosa East High School.	0
IBM [SEP] Apple [SEP] Columns p.61 Build the Micro D-Cam Solid-State... Topics: software, computer, disk, IBM, byte, unix, Apple, data, program, byte publications, byte october,...	0
ds [SEP] wii [SEP] Trauma Center 2 is great, definitely suits the ds better than the wii.	2
cement [SEP] wood [SEP] cement and wood patio??	0
soup [SEP] pizza [SEP] I found if you let it cool for about 10 minutes, the pink teese soup turns into a decent edible pizza cheese, thus ultimately warranting a 3 out of 5 (see note below)	0
PostgreSQL [SEP] MySQL [SEP] Me: No, PostgreSQL is faster than MySQL.	2
Chrysler [SEP] Toyota [SEP] Drivetrain Due to its much higher torque, the engine of the Chrysler 200 does a much better job of transmitting power to the wheels than the Toyota Corolla.	2
coffee [SEP] beer [SEP] Decent coffee though 3.5 Bottle at Craft beer Co	0
Amazon [SEP] Google [SEP] In fact, Amazon did poorly in Google overall in general.	3
Renault [SEP] Nissan [SEP] Renault is set to fare better, as its alliance with Nissan Motor Co. (7201) gives it a stronger presence in growing markets outside Europe.	0
BMW [SEP] Ford [SEP] When a BMW is no better than a Ford Fusion, the industry has issues.	3
Python [SEP] Lisp [SEP] Some people find it easier to learn Python than Lisp, and some instructors don't want to spend the time to introduce a new language to students (admittedly, this is partly the fault of the authors of AIMA for producing a 1000 page book).	2
pizza [SEP] sandwich [SEP] In the Cafe Promenade the pizza was good but the sandwich selection could have been better compared to Carnival.	2
PHP [SEP] Python [SEP] First and foremost, it is written in PHP, which makes it easier to administrate and maintain than a Python-based application.	2
Java [SEP] Python [SEP] This makes it even easier to migrate parts of an existing Spring Java application onto the Python platform.	0
"bread [SEP] pizza [SEP] One response on "" Better bread Company GF pizza """	0
Apple [SEP] Microsoft [SEP] We should really hate Apple, Microsoft get much nicer over time.	0
missouri [SEP] georgia [SEP] The whole Florida line didn't play well versus missouri, but was better against georgia.	0
football [SEP] baseball [SEP] Forbes Field was an absolutely lousy place to stage a football game with the baseball infield.	0
cement [SEP] concrete [SEP] cement or concrete are cooler than asphalt for your dog's pads.	0
Nikon [SEP] Leica [SEP] Nikon D800E + Zeiss ZF.2 100mm ƒ/2 Makro-Planar or the Leica 100mm ƒ/2.8 APO-Macro-Elmarit-R (the Zeiss has a flatter field, so it might be a better choice).	0
JavaScript [SEP] Ruby [SEP] Design and develop minor improvements to core Zipcar systems, third party interfaces, web-based systems and internal tools Qualifications: 2-3 years web development / sustaining engineeing experience Solid foundation in web software development, including HTML, JavaScript, CSS Experience with relational database queries and SQL programming; Oracle PL/SQL is a plus Command of your favorite scripting and server side languages; for example: Ruby, PHP, Perl, Python Familiar with the Linux operating system and utilities	0
Samsung [SEP] Nokia [SEP] Decent alternatives for you might include the Android-powered Samsung Galaxy 3 , the HTC Wildfire or indeed, if you can afford the step up, the Nokia C7 for a considerably superior Symbian^3 experience.	3
juice [SEP] soda [SEP] juice vs. soda.	0
georgia [SEP] oregon [SEP] But the bigger problem for the Buckeyes is the Big Ten's lousy perception, something georgia and oregon don't have to worry about.	0
MySQL [SEP] SQLite [SEP] PHP5, released this summer, finally offers decent object-oriented programming support, better integration with the MySQL database with which it is most often used, its own embedded database (SQLite), full support for Soap and a suite of XML tools.	0
google [SEP] facebook [SEP] Crapware, huh? google + is vastly superior to facebook?	2
IBM [SEP] Intel [SEP] IBM, Intel & even Microsoft have contributed to independent implementations before, without necessarily making Sun's life harder.	0
bread [SEP] pasta [SEP] It was much worse with rice, bread, pasta--the more dense the more pain.	0
"Sigma [SEP] Nikon [SEP] 3. Sigma 17-70 HSM OS + better range than the 18-55 + faster (but not as fast as the Tamron) + 9"" min focus - macro use + cheaper than Nikon"	2
Java [SEP] Smalltalk [SEP] Java should be introduced after Smalltalk or something to show	0
Perl [SEP] PHP [SEP] And of course, if you have decent Perl or PHP programming skills, these kinds of tools are not that hard to custom build.	0
Ferrari [SEP] BMW [SEP] Mainly in rallying, Ferrari, Porsche, BMW, Merc, and F1.	0
Nikon [SEP] Sigma [SEP] There's the mediocre Tamron 150-600mm that's just out (not sure if there's a Nikon mount for it yet) and I have high hopes of a Sigma 300-600mm announcement this year.	0
Nokia [SEP] Siemens [SEP] Stephan Scholz, head of divestment projects for network systems at Nokia Siemens Networks, also welcomed the deal, saying it fits with his company's strategy and should help to provide a better customer experience.	0
Sony [SEP] Google [SEP] Talking about the apps, the OS have some of the integrated apps by Sony which might have a better replacement in the Google Play Store, but they are well mixed with the present UI.	0
iOS [SEP] Apple TV [SEP] if they could have worked out a system where you could buy it once, perhaps with the iTunes Extras features AND unlock an iOS version of the same thing for the iPad, iPhone, Apple TV they could have had better success.	0
Python [SEP] Lisp [SEP] If you mean GOFAI, I consider the Python sources of AIMA much easier to understand than the Lisp sources.	2
Haskell [SEP] Python [SEP] I think a lot of languages have better syntax than Java, for example languages like Haskell, Python, Clojure, and Erlang, but obj-c is definitely not an example of great syntax.	0
"JavaScript [SEP] Ruby [SEP] Tools are getting richer and better... 19 Corona from Ansca Mobile Titanium from Appcelerator Phonegap Lua language (""code less"") HTML/CSS/JS HTML + CSS + JavaScript Strong gaming platform Mobile/desktop Open Exploits OpenGL Annual fee Developer focussed 2D physics engine Annual fee Caveats: Most solutions ""favour"" a reference platform HTML5 framework for Touch Ruby framework Pay for support Enterprise focus (sync) Success very use-case dependentWednesday, 25 May 2011"	0
missouri [SEP] michigan [SEP] Undefeated missouri jumped ahead of michigan State by winning 51-28 at Vanderbilt, and the Commodores are a better team than Iowa in my estimation.	2
plastic [SEP] cement [SEP] x Concrete tanks painted with marine epoxy or plastic-lined tanks are easier to clean and maintain than bare cement tanks.	2
concrete [SEP] metal [SEP] It drills 35% faster in wood and 63% faster in masonry, concrete, and sheet metal, the maker says.	0
plastic [SEP] wood [SEP] No plastic in the mechanism, Solid wood.	0
Audi [SEP] Lexus [SEP] The Audi S4 is slightly shorter than the Lexus GS 350, which may make it easier to park.	2
Amazon [SEP] Google [SEP] Amazon and Google already have similar services but Apple's service is expected to be easier to use.	0
Ferrari [SEP] Renault [SEP] 1. Alonso Ferrari 1h44:16.449 2. Raikkonen Lotus-Renault + 6.421	0
Ford [SEP] Chevrolet [SEP] Instead of debating whether a Ford is better than Chevrolet, however, they'd debate whether a Mercedes is better than a BMW.	2
ds [SEP] psp [SEP] ds beats out psp	2
Amazon [SEP] Microsoft [SEP] Its Azure PaaS/IaaS platform hasn't overtaken Amazon yet in market share, but Microsoft has enjoyed nine straight quarters of growth at 10 percent or better .	3
Windows 7 [SEP] Windows 8 [SEP] First backup your data; it's safer in case of a failure since a dual boot Windows 7 and Windows 8 .	0
JavaScript [SEP] Ruby [SEP] Job description: ...service tools - REST/SOAP services, HTTPClient, Soapclient, SOAPUI, Jaxb Experience in whitebox testing and coding skills on any platform ( Java , JavaScript/node, .NET, Ruby, etc).Expert in testing automation tools - Junit, JMeter, Selenium, Loadrunner, etc Solid understanding...	0
Python [SEP] JavaScript [SEP] Software skills: has superior technical skills in one or more software and coding programs, to include Python and JavaScript	0
michigan [SEP] oregon [SEP] If michigan gets there, do you think USC or oregon is going to be easier to get by than Alabama?	0
Python [SEP] Haskell [SEP] For me at least this is easier to do in Python than in Haskell, but this is most likely to be a property of my familiarity with the langauge, than any inherent property of either language.	2
"cement [SEP] concrete [SEP] Walls    External 8"" thick solid cement concrete blocks."	0
Python [SEP] Java [SEP] Jython/Python brings extra advantages to the Java development with its elegant code, faster to develop, easier to explain and understand after writing the code.	2
youtube [SEP] google [SEP] safer on youtube, but the google Play lists (you also work for each of languages.	2
Perl [SEP] Java [SEP] than using Perl & Java, much faster and smaller, reusable widget-based arch,	0
Google [SEP] Apple [SEP] Five Reasons Google is Cooler than Apple	2
phone [SEP] ipod [SEP] I found that the experience on my HTC Sensation Android phone was far superior to use of my ipod Touch.	2
volleyball [SEP] basketball [SEP] volleyball has helped me to see players in basketball better, and I have a better idea of what's happening.''	2
BMW [SEP] Honda [SEP] It's Hyundai's answer to the Mercedes C-Class, BMW 3 Series, Audi A4 and Honda Accord, but bigger than them all in all three dimensions and way better-equipped in terms of standard comfort equipment than any of the four.	0
Python [SEP] Perl [SEP] Disadvantages: Not common outside science (e.g. for jobs), lacks features, slower development than Python/Perl.	0
Smalltalk [SEP] Java [SEP] Smalltalk and Java byte codes are just as object-oriented as the source that creates them.	0
"Nokia [SEP] Siemens [SEP] With our expanded LTE portfolio, we are committed to helping operators take full advantage of LTE to meet bandwidth demand, offer their subscribers superior data rates and generate new revenue opportunities"", said Tero Peltola, head of LTE business line, Nokia Siemens Networks."	0
"juice [SEP] soda [SEP] Water, juice, soda?"""	0
Leica [SEP] Nikon [SEP] Clearly you've never used good Leica or Zeiss lenses, they sure produce better image quality than ostensive good Nikon lenses.	2
Windows 98 [SEP] Windows XP [SEP] This is why it is easier to install Windows 98 first, then Windows XP.	2
hockey [SEP] lacrosse [SEP] The skinny: Few things in life smell worse than sweaty hockey or lacrosse pads after a game.	0
pennsylvania [SEP] virginia [SEP] pennsylvania virginia .... New Jersey .	0
Microsoft [SEP] Intel [SEP] Microsoft wanted a $499 tablet and that's impossible to do with decent performance and battery life on current Intel components, thus Windows RT.	0
skiing [SEP] swimming [SEP] Water-skiing and swimming are better on a lake, as well.	0
skiing [SEP] fishing [SEP] There's no better place than the Catskills for amazing hiking, skiing, swimming, tubing, horseback riding and fishing.	0
pizza [SEP] bread [SEP] Great place for pizza, better place for some feta bread!	0
Python [SEP] Bash [SEP] I've done a decent amount of scripting in both Linux/Unix and Windows environments, in Python, Perl, batch files, Bash, etc.	0
Adidas [SEP] Nike [SEP] 'He wasn't selling shoes as well as Adidas had hoped, and Nike thought it had better ideas to market him,'' said Paul Swangard, managing director of the Warsaw Sports Marketing Center at the University of Oregon.	0
PHP [SEP] JavaScript [SEP] Technically tough, I see this easier to build with PHP and some JavaScript, without any libraries except maybe jQuery.	0
Nokia [SEP] Motorola [SEP] They also countersued Nokia (settled) and Motorola.	0
michigan [SEP] georgia [SEP] So that's at least six teams on our schedule playing decent opponents today: michigan, Wisconsin, Minnesota, georgia Tech, Gonzaga, and Missouri.	0
Asus [SEP] Gigabyte [SEP] .Asus .ASrock .Gigabyte	0
Ford [SEP] Toyota [SEP] Performance The Ford Fusion Energi has less horsepower than the Toyota Avalon Hybrid, so it will probably be somewhat slower.	3
oregon [SEP] georgia [SEP] Ohio State may be a decent bet to make the BCS National Championship based on schedule and hype, but Alabama, Texas A&M (with Johnny Manziel starting every game), oregon, georgia, Texas, South Carolina and Stanford are better teams and would be favored over the Buckeyes on a neutral field.	0
Groovy [SEP] Java [SEP] For that, Groovy just offers alternative (better?) syntax over Java.	2
pennsylvania [SEP] virginia [SEP] , pennsylvania, virginia, florida , wisconsin.	0
Dell [SEP] Sony [SEP] Crippled isn't the word; it's still better than a number of new cards sold in stores, it's better than what comes with EVERY Dell, Gateway, eMachines, and Sony sold in stores (have you ever been in a computer store?	0
Lexus [SEP] Cadillac [SEP] Every manufacturer churns out bad cars, but I think the Lexus is superior to Cadillac in terms of workmanship.	2
"Nissan [SEP] Renault [SEP] 5th Gear: Carlos Ghosn Says Bigger Isn't Better The Harvard Business Review reports Carlos Ghosn recently shared some of his philosophy about ""frugal innovation,"" which he's been implementing at Nissan and Renault for more than a decade now."	0
PHP [SEP] Ruby [SEP] Like PHP before it looks like Ruby needs to mature more and deal better with scaling and I/O issues.	0
Renault [SEP] Nissan [SEP] In 2008 Renault-Nissan signed a deal to mass-produce electric cars for an initiative in Israel with Better Place , a US company developing new non-petrolium based transport infrastructure.	0
Apple [SEP] Google [SEP] I don't see Apple syncing anything better than Google.	3
youtube [SEP] facebook [SEP] It's obviously easier in a post-youtube/facebook/Twitter world to quantify buzz.	0
Lisp [SEP] Java [SEP] I'm a functional (Haskell, Lisp) programmer as well as being well versed in OO (C++ & Java mainly) and I've just started my first AJAX project and I've hopped from IDE TO ide including plain vim, Eclipse with ADT & WDT, Mozilla with Venkman debugger and (gasp horror) Visual Studio 2005 and I still find it harder than anything else I've done in terms of code-navigation and debugging	0
Dell [SEP] Sony [SEP] Just send him a decent Dell, Gateway, or Sony and make sure its packed good for the shipping.	0
virginia [SEP] georgia [SEP] virginia Tech, georgia, Oklahoma and Oregon should have known better.	0
Windows 8 [SEP] Windows 7 [SEP] Windows 8 has efficiency improvements over Windows 7, making it about 10% faster overall.	2
Pepsi [SEP] Coca-Cola [SEP] This post looks at Pepsi-Cola, a huge multinational corporation that's trying harder and harder to catch up to number one, Coca-Cola.	3
Motrin [SEP] Advil [SEP] One example would be Motrin or Advil.	0
steak [SEP] bread [SEP] Since I was a kid, I have put ketchup on fries, burgers, steak, chicken, eggs, white fish, or even better fish sticks!, and plain bread.	0
Adidas [SEP] Nike [SEP] Meanwhile, German sportswear firms Adidas and Puma shined above other retailers as investors pile in following better-than-expected fourth quarter earnings from US rival Nike last night.	2
hulu [SEP] amazon [SEP] Again the interface for both hulu and amazon is far worse than that of the Roku.	0
Groovy [SEP] Java [SEP] Groovy makes writing Java programs far easier.	2
wii [SEP] gamecube [SEP] Meanwhile, developers working on wii assert that load times are incredibly quick - much faster than gamecube.	2
Smalltalk [SEP] Java [SEP] OO in Ruby or Smalltalk is very different than OO in C# or Java.	0
Apple [SEP] Sony [SEP] Apple would be better off competing with Nintendo than Sony and MS.	0
Honda [SEP] Nissan [SEP] Toyota, Honda, Nissan Announce Air Bag Recall	0
JavaScript [SEP] Python [SEP] Are you saying that you use JavaScript outside a browser, and that you feel it is a better language in that context than Java, C++, C, Smalltalk, Lisp, Perl, Python, etc?	0
cement [SEP] rubber [SEP] cement or rubber even would be better than the ruts that are forming on each hole.	0
Ruby [SEP] Java [SEP] Ruby is older than Java.	3
Windows 98 [SEP] Windows XP [SEP] Casino DelRio meets the highest standards of fair casino play by providing better than Vegas casino odds and by performing rigorous testing of the Casino's Random Number Generator program that determines the outcome for all the games you play in the Author: Best Online Casinos 2004 Date: 28 February, 2005 OS Support: Windows CE , 3.x , Windows 2000 , Windows 95 , Windows 98 , Windows Millennium , Windows NT , Windows XP	0
golf [SEP] baseball [SEP] It's not golf or baseball, football is a lot harder on the body.	0
michigan [SEP] carolina [SEP] 7:28-5:27 -- Another very solid three and out forced by michigan, South carolina forced to punt again.	0
virginia [SEP] georgia [SEP] Prospects were never better in virginia, as well as ia georgia and Mississippi.	0
Java [SEP] Scala [SEP] If you spend are likely to spend more time with Java, then Scala or Groovy are possibly better options.	3
Objective-C [SEP] Swift [SEP] Objective-C, Swift, Ruby, Rails, database management.	0
stanford [SEP] mit [SEP] Some of this stuff is solid gold (the stanford and mit lectures are really good).	0
Windows 98 [SEP] Windows XP [SEP] Intel® Pentium processor or equivalent with: - 233 MHz or faster for Windows 98, ME & 2000 - 233 MHz or faster for Windows 2000 & 2003 - 300 MHz or faster for Windows XP	0
Ruby [SEP] JavaScript [SEP] IT, Web Development, Computer Science, New Media, Art and Technology, Broadcast Technology), equivalent education helpful; Practical experience and solid skills in management of websites, email, network hardware infrastructure; Knowledge of a spectrum of existing web scripting, database and coding technologies: PHP, Drupal, MySQL, XML, Ruby on Rails, Modern JavaScript, Python, as well as experience with social media platforms, contemporary email and web protocols are preferred.	0
Windows 8 [SEP] Windows 7 [SEP] The Windows 8 Desktop is essentially a much, much faster and cleaner version of Windows 7. People are morons.	2
Python [SEP] Ruby [SEP] recently popular languages like Python or Ruby  have somewhat decent sites.	0
PHP [SEP] Python [SEP] Perl's still at a decent level, on par with PHP and still above Python and...	2
Asus [SEP] Gigabyte [SEP] One was Asus and the other Gigabyte.	0
Bluetooth [SEP] USB [SEP] 1) Laptop or netbook with Bluetooth means that I don't have to plug anything into a USB port in order to use a decent mouse with the computer.	2
PHP [SEP] Ruby [SEP] This way, any PHP developer types faster than any Ruby one.	2
Windows XP [SEP] Windows 8 [SEP] Actually for many Windows XP users it is easier to migrate to Linux Mint than to Windows 8.	0
Oracle [SEP] MySQL [SEP] Oracle/MySQL : Primary key	0
CUDA [SEP] OpenCL [SEP] The professional GPGPU market may disappear since programming for Intel's solution, of many and multi-core boxes, is far easier than optimizing algorithms using parallel, Nvidia specific, languages like CUDA or standards like OpenCL.	0
Perl [SEP] Ruby [SEP] From this benchmark alone, you can see, that Perl is superior to Ruby	2
Eclipse [SEP] NetBeans [SEP] NetClipse is an Eclipse plugin for NetBeans.	0
Chrysler [SEP] Toyota [SEP] They had a wonderful run over at Chrysler with a far superior total package (combined salary, healthcare, and pension) than their counterparts at the Toyota U.S. facilities.	2
MSI [SEP] Nvidia [SEP] I am asking this because I want to get a better Video Card than the MSI Nvidia GeForce 6600 256MB PCIe Video Card that is in the system now, however I need to know if I can shop for PCI Express 2.0 cards at newegg.	0
tennis [SEP] basketball [SEP] Garden village has outdoor courts for tennis, volleyball and basketball, some of which are lighted for cooler evening use.	0
Integer [SEP] Floating-point [SEP] The obvious solution to perform     Integer- and Floating-point arithmetic in parallel will of course     always be inferior.	0
PHP [SEP] JavaScript [SEP] //we could do some fancy escaping to directly insert the PHP variables //into the JavaScript function call, but this is harder to break.	0
beer [SEP] soda [SEP] tumbler, cooler, pub, or grand glass) is the perfect vessel for beer, mixed drinks or soda.	0
basketball [SEP] tennis [SEP] The crazy thing is I'm probably better at basketball than I am tennis.	2
Smalltalk [SEP] Java [SEP] In Smalltalk (I'm a Java developer by trade though) I'd write something like:	0
psp [SEP] wii [SEP] I have done a decent amount of psp hacking but now i am looking to dive into the wii.	0
sandwich [SEP] sausage [SEP] 3 August 2010 : Perhaps even better, if possible, as a morning sandwich option is a brunch-only offering of sausage sliders .	0
suv [SEP] truck [SEP] New Prizm suv truck Accessories make towing easier.	0
Haskell [SEP] Python [SEP] In the same ballpark are Haskell (and maybe in the future Python) iff their compilers generate better structures because the task is better formally defined.	0
Buick [SEP] Cadillac [SEP] On the other hand, it's great to see some better offers from other car makers, particularly the American made Buick and Cadillac.	0
Windows 7 [SEP] Windows 8 [SEP] However, Windows 7 actually introduced a decent system image tool and Windows 8 continues to use it.	0
